
    -    192.168.0.40    -    2023/07/10 - 15:49:55    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
    -    192.168.0.40    -    2023/07/10 - 15:49:58    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
    -    192.168.0.40    -    2023/07/10 - 15:50:01    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:55:51    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:55:51    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:55:52    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:55:52    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:55:53    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:55:53    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:55:53    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:55:54    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:55:55    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:55:55    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:55:56    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:55:56    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:55:56    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Faena    -    192.168.0.40    -    2023/07/10 - 16:55:56    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:55:57    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:55:58    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:55:58    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:55:59    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:55:59    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:55:59    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:00    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:56:01    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:01    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:01    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:02    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:02    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:02    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:03    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:04    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:04    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:05    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:05    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:05    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:06    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:56:06    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:07    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:07    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:08    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:08    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:08    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:09    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:10    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:10    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:11    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:11    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:56:11    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:11    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:12    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:13    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:13    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:14    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:14    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:14    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:15    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:56:16    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:16    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:16    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:17    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:17    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:17    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:18    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:19    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:19    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:20    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:20    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:20    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:21    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:56:21    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:22    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:22    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:23    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:23    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:23    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:24    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:25    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:25    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:26    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:26    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:56:26    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:26    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:27    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:28    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:28    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:29    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:29    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:29    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:30    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:56:31    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:31    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:31    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:32    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:32    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:32    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:33    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:34    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:34    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:35    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:35    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:35    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:36    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:56:36    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:37    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:37    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:38    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:38    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:38    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:39    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:40    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:40    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:41    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:41    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:56:41    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:41    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:42    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:43    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:43    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:44    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:44    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:44    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:45    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:56:46    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:46    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:46    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:47    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:47    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:47    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:48    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:49    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:49    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:50    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:50    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:50    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:51    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:56:51    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:52    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:52    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:53    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:53    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:53    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:54    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:55    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:55    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:56    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:56    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:56:56    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:56    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:56:57    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:56:58    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:56:58    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:56:59    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:56:59    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:56:59    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:57:00    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:57:01    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:57:01    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:57:01    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:57:02    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:57:02    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:57:02    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:57:03    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:57:04    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:57:04    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:57:05    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:57:05    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:57:05    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:57:06    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:57:06    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:57:07    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:57:07    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:57:08    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:57:08    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:57:08    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:57:09    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:57:10    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:57:10    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:57:11    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:57:11    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:57:11    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Faena    -    192.168.0.40    -    2023/07/10 - 16:57:11    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:57:12    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:57:13    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:57:13    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:57:14    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:57:14    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:57:14    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:57:15    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Eti Int Nº1    -    192.168.0.138    -    2023/07/10 - 16:57:16    -    Fallo        -    Tiempo de espera agotado para esta solicitud.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:57:16    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Dinamica    -    192.168.0.47    -    2023/07/10 - 16:57:16    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Camaras    -    192.168.0.150    -    2023/07/10 - 16:57:17    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Entrada Cuarteo    -    192.168.0.49    -    2023/07/10 - 16:57:17    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Faena    -    192.168.0.40    -    2023/07/10 - 16:57:17    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Temp Calidad    -    192.168.0.100    -    2023/07/10 - 16:57:18    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
Despostada    -    192.168.0.44    -    2023/07/10 - 16:57:19    -    Inacces.     -    Respuesta desde 192.168.0.154: Host de destino inaccesible.
